"age","workclass","educational.num","marital.status","occupation","relationship","gender","capital.gain","capital.loss","hours.per.week","income_.50K"
28,"Local-gov",12,"Never-married","Adm-clerical","Not-in-family","Female",0,0,40,"0"
48,"Private",14,"Married-civ-spouse","Tech-support","Husband","Male",0,0,40,"1"
18,"Private",10,"Never-married","Other-service","Own-child","Male",0,0,30,"0"
53,"Private",14,"Never-married","Prof-specialty","Not-in-family","Female",0,1564,54,"1"
25,"Private",9,"Married-civ-spouse","Transport-moving","Husband","Male",0,0,60,"0"
27,"Private",10,"Married-civ-spouse","Exec-managerial","Husband","Male",0,0,60,"0"
31,"Private",9,"Never-married","Exec-managerial","Own-child","Male",0,0,40,"0"
42,"Self-emp-not-inc",9,"Married-civ-spouse","Sales","Husband","Male",0,0,60,"0"
36,"Private",9,"Never-married","Adm-clerical","Other-relative","Male",0,0,40,"0"
27,"Private",8,"Married-civ-spouse","Farming-fishing","Own-child","Male",0,0,55,"0"
60,"Private",9,"Married-civ-spouse","Adm-clerical","Husband","Male",0,0,40,"0"
55,"Local-gov",10,"Divorced","Adm-clerical","Not-in-family","Female",0,0,55,"1"
55,"Local-gov",14,"Never-married","Prof-specialty","Not-in-family","Female",0,0,45,"0"
47,"Federal-gov",12,"Married-civ-spouse","Exec-managerial","Husband","Male",0,0,40,"0"
27,"Self-emp-not-inc",13,"Never-married","Prof-specialty","Own-child","Female",0,0,40,"0"
46,"Self-emp-not-inc",12,"Separated","Craft-repair","Not-in-family","Male",0,0,40,"0"
58,"Private",6,"Married-civ-spouse","Transport-moving","Husband","Male",0,0,50,"1"
60,"Private",7,"Married-civ-spouse","Sales","Husband","Male",0,1902,70,"1"
34,"Private",9,"Never-married","Other-service","Not-in-family","Male",0,0,40,"0"
24,"Private",11,"Never-married","Machine-op-inspct","Own-child","Male",0,0,40,"0"
31,"Private",13,"Divorced","Adm-clerical","Unmarried","Female",0,0,45,"0"
56,"Private",13,"Married-civ-spouse","Machine-op-inspct","Husband","Male",0,0,40,"0"
36,"Private",9,"Married-civ-spouse","Prof-specialty","Husband","Male",0,0,45,"1"
55,"Self-emp-not-inc",9,"Married-civ-spouse","Exec-managerial","Wife","Female",0,0,40,"0"
47,"Local-gov",7,"Divorced","Other-service","Not-in-family","Male",0,0,40,"0"
38,"Private",10,"Divorced","Other-service","Not-in-family","Male",0,0,40,"0"
44,"Self-emp-not-inc",14,"Never-married","Farming-fishing","Own-child","Male",0,0,99,"0"
59,"Private",9,"Divorced","Craft-repair","Not-in-family","Female",0,0,40,"0"
41,"Private",10,"Married-civ-spouse","Sales","Husband","Male",0,0,55,"0"
69,"Private",10,"Widowed","Adm-clerical","Not-in-family","Female",2050,0,24,"0"
34,"Private",9,"Married-civ-spouse","Transport-moving","Husband","Male",0,0,50,"0"
56,"Private",10,"Married-civ-spouse","Exec-managerial","Husband","Male",0,0,50,"1"
30,"Private",6,"Never-married","Machine-op-inspct","Not-in-family","Male",0,0,50,"0"
27,"Private",9,"Never-married","Handlers-cleaners","Not-in-family","Male",0,0,40,"0"
48,"Self-emp-not-inc",10,"Divorced","Handlers-cleaners","Own-child","Female",0,0,40,"0"
17,"Private",7,"Never-married","Other-service","Own-child","Male",0,0,20,"0"
42,"Local-gov",9,"Married-civ-spouse","Protective-serv","Husband","Male",0,0,40,"1"
40,"Local-gov",9,"Never-married","Other-service","Own-child","Male",0,0,40,"0"
38,"Private",12,"Married-civ-spouse","Exec-managerial","Husband","Male",0,0,40,"1"
67,"Federal-gov",13,"Widowed","Adm-clerical","Not-in-family","Female",0,0,40,"0"
32,"Private",2,"Never-married","Exec-managerial","Own-child","Male",0,0,21,"0"
52,"Local-gov",10,"Married-civ-spouse","Protective-serv","Husband","Male",3137,0,42,"0"
63,"State-gov",16,"Married-civ-spouse","Exec-managerial","Husband","Male",0,1902,50,"1"
72,"Private",10,"Widowed","Adm-clerical","Not-in-family","Female",0,0,25,"0"
34,"Private",9,"Married-civ-spouse","Craft-repair","Husband","Male",0,0,40,"0"
62,"Private",4,"Married-civ-spouse","Protective-serv","Husband","Male",0,0,40,"0"
28,"Private",11,"Married-civ-spouse","Machine-op-inspct","Wife","Female",0,0,18,"0"
54,"Private",9,"Married-civ-spouse","Adm-clerical","Husband","Male",0,0,40,"1"
65,"Self-emp-not-inc",10,"Widowed","Exec-managerial","Unmarried","Female",0,0,45,"0"
36,"Private",9,"Married-civ-spouse","Handlers-cleaners","Husband","Male",0,0,48,"0"
28,"Private",9,"Never-married","Adm-clerical","Own-child","Male",0,0,40,"0"
24,"Private",10,"Never-married","Exec-managerial","Not-in-family","Male",0,0,42,"0"
55,"Local-gov",9,"Divorced","Adm-clerical","Not-in-family","Female",0,0,40,"1"
39,"Private",11,"Married-civ-spouse","Tech-support","Husband","Male",0,0,40,"0"
52,"Private",9,"Married-civ-spouse","Machine-op-inspct","Husband","Male",0,0,40,"0"
33,"Private",11,"Married-civ-spouse","Machine-op-inspct","Husband","Male",0,0,40,"0"
23,"Private",7,"Separated","Prof-specialty","Own-child","Male",0,0,35,"0"
48,"Private",11,"Married-civ-spouse","Adm-clerical","Husband","Male",0,0,40,"1"
49,"Self-emp-not-inc",9,"Married-civ-spouse","Craft-repair","Husband","Male",0,0,40,"0"
57,"Private",10,"Married-civ-spouse","Prof-specialty","Husband","Male",0,0,40,"1"
55,"Private",13,"Married-civ-spouse","Adm-clerical","Wife","Female",3464,0,40,"0"
41,"State-gov",15,"Widowed","Prof-specialty","Not-in-family","Female",0,0,52,"1"
36,"Private",5,"Married-civ-spouse","Transport-moving","Husband","Male",0,0,50,"0"
49,"Private",4,"Widowed","Machine-op-inspct","Not-in-family","Female",0,0,40,"0"
46,"Private",10,"Divorced","Tech-support","Not-in-family","Male",13550,0,40,"1"
42,"Private",9,"Married-civ-spouse","Transport-moving","Husband","Male",0,0,50,"1"
35,"Private",11,"Married-civ-spouse","Exec-managerial","Husband","Male",3103,0,50,"1"
53,"Federal-gov",15,"Married-civ-spouse","Prof-specialty","Husband","Male",0,0,60,"1"
49,"Private",4,"Married-civ-spouse","Craft-repair","Husband","Male",0,0,50,"0"
38,"Private",9,"Married-civ-spouse","Machine-op-inspct","Husband","Male",0,0,40,"0"
18,"Private",6,"Never-married","Priv-house-serv","Own-child","Female",0,0,20,"0"
23,"Private",10,"Never-married","Other-service","Own-child","Female",0,0,30,"0"
29,"Private",7,"Never-married","Craft-repair","Own-child","Male",0,0,40,"0"
39,"Private",8,"Married-civ-spouse","Transport-moving","Husband","Male",15024,0,70,"1"
31,"Private",13,"Married-civ-spouse","Exec-managerial","Husband","Male",0,0,45,"1"
26,"State-gov",15,"Never-married","Prof-specialty","Not-in-family","Male",2463,0,50,"0"
25,"Private",10,"Never-married","Sales","Own-child","Female",3418,0,30,"0"
30,"Private",13,"Married-civ-spouse","Transport-moving","Husband","Male",0,0,25,"0"
20,"Private",8,"Never-married","Adm-clerical","Own-child","Female",0,0,40,"0"
49,"Self-emp-inc",13,"Married-civ-spouse","Sales","Husband","Male",0,0,55,"1"
37,"Self-emp-not-inc",9,"Married-civ-spouse","Transport-moving","Husband","Male",0,0,30,"0"
29,"Private",13,"Never-married","Prof-specialty","Own-child","Male",0,0,64,"1"
28,"Private",10,"Married-civ-spouse","Craft-repair","Husband","Male",0,0,40,"0"
38,"Private",9,"Never-married","Other-service","Own-child","Male",0,0,40,"0"
47,"Private",13,"Married-civ-spouse","Prof-specialty","Husband","Male",0,0,40,"1"
32,"Private",10,"Divorced","Exec-managerial","Not-in-family","Female",0,0,45,"0"
40,"Private",9,"Never-married","Other-service","Other-relative","Male",0,0,40,"0"
63,"Self-emp-inc",9,"Married-civ-spouse","Exec-managerial","Husband","Male",0,0,40,"1"
31,"Private",10,"Married-civ-spouse","Exec-managerial","Husband","Male",0,0,40,"1"
45,"Private",3,"Married-civ-spouse","Craft-repair","Husband","Male",0,0,40,"0"
47,"Private",9,"Married-civ-spouse","Craft-repair","Husband","Male",0,0,40,"1"
50,"Private",10,"Married-civ-spouse","Other-service","Husband","Male",0,0,44,"0"
34,"Private",9,"Separated","Handlers-cleaners","Unmarried","Female",0,0,40,"0"
20,"Private",9,"Never-married","Other-service","Other-relative","Male",0,0,25,"0"
43,"Private",13,"Married-civ-spouse","Exec-managerial","Husband","Male",15024,0,50,"1"
44,"Private",13,"Divorced","Adm-clerical","Own-child","Male",5455,0,40,"0"
44,"Local-gov",14,"Married-civ-spouse","Prof-specialty","Wife","Female",4386,0,40,"1"
35,"Self-emp-not-inc",10,"Never-married","Craft-repair","Own-child","Male",0,0,40,"0"
56,"Self-emp-not-inc",10,"Married-spouse-absent","Farming-fishing","Not-in-family","Female",27828,0,20,"1"
17,"Private",7,"Never-married","Other-service","Own-child","Male",0,0,25,"0"
28,"State-gov",10,"Separated","Adm-clerical","Unmarried","Female",0,0,50,"0"
29,"Private",9,"Never-married","Craft-repair","Unmarried","Male",0,0,40,"0"
49,"Private",4,"Married-civ-spouse","Machine-op-inspct","Husband","Male",0,0,38,"0"
53,"Self-emp-inc",7,"Widowed","Exec-managerial","Not-in-family","Female",0,0,30,"0"
35,"Private",9,"Married-civ-spouse","Handlers-cleaners","Husband","Male",0,0,40,"0"
29,"Private",9,"Married-civ-spouse","Craft-repair","Husband","Male",0,0,40,"0"
23,"State-gov",3,"Never-married","Transport-moving","Not-in-family","Male",0,0,35,"0"
43,"Self-emp-not-inc",13,"Separated","Craft-repair","Unmarried","Male",0,0,35,"0"
19,"Private",10,"Never-married","Adm-clerical","Own-child","Male",0,0,30,"0"
28,"State-gov",10,"Separated","Adm-clerical","Not-in-family","Female",0,0,40,"0"
41,"Private",6,"Married-spouse-absent","Craft-repair","Not-in-family","Female",0,0,40,"0"
26,"Private",9,"Never-married","Machine-op-inspct","Other-relative","Male",0,0,40,"0"
17,"Private",7,"Never-married","Adm-clerical","Own-child","Female",0,0,15,"0"
60,"State-gov",14,"Married-civ-spouse","Prof-specialty","Husband","Male",0,0,38,"1"
37,"Private",14,"Never-married","Exec-managerial","Not-in-family","Female",0,0,40,"1"
28,"State-gov",12,"Never-married","Adm-clerical","Own-child","Female",0,0,40,"0"
47,"Private",14,"Married-civ-spouse","Prof-specialty","Wife","Female",0,0,2,"1"
50,"Private",10,"Married-civ-spouse","Tech-support","Husband","Male",0,0,45,"1"
51,"Private",13,"Married-civ-spouse","Exec-managerial","Husband","Male",0,0,55,"1"
71,"Self-emp-not-inc",4,"Married-civ-spouse","Farming-fishing","Husband","Male",6514,0,40,"1"
52,"Private",14,"Divorced","Prof-specialty","Not-in-family","Female",0,0,40,"1"
47,"Private",3,"Separated","Other-service","Unmarried","Female",0,0,40,"0"
30,"Private",11,"Married-civ-spouse","Prof-specialty","Husband","Male",5178,0,52,"1"
49,"Self-emp-inc",13,"Married-civ-spouse","Exec-managerial","Husband","Male",0,0,50,"1"
45,"Self-emp-not-inc",9,"Married-civ-spouse","Craft-repair","Husband","Male",7688,0,50,"1"
45,"Private",9,"Divorced","Adm-clerical","Not-in-family","Female",0,0,40,"0"
46,"Federal-gov",11,"Divorced","Craft-repair","Not-in-family","Female",0,0,60,"0"
58,"Private",16,"Never-married","Prof-specialty","Not-in-family","Male",0,0,8,"0"
43,"Self-emp-not-inc",9,"Married-civ-spouse","Farming-fishing","Husband","Male",0,0,50,"0"
33,"Private",9,"Married-civ-spouse","Craft-repair","Wife","Female",0,0,40,"1"
61,"Private",10,"Divorced","Exec-managerial","Not-in-family","Female",0,0,40,"0"
39,"Private",10,"Married-civ-spouse","Craft-repair","Husband","Male",0,0,40,"0"
60,"Local-gov",10,"Married-civ-spouse","Protective-serv","Husband","Male",0,0,40,"0"
37,"Private",9,"Married-civ-spouse","Other-service","Wife","Female",0,0,20,"0"
34,"Private",8,"Married-civ-spouse","Craft-repair","Husband","Male",0,0,40,"0"
53,"Private",13,"Married-civ-spouse","Craft-repair","Husband","Male",0,0,40,"1"
48,"Private",10,"Divorced","Machine-op-inspct","Not-in-family","Male",0,0,40,"1"
49,"State-gov",16,"Divorced","Prof-specialty","Unmarried","Male",0,0,50,"1"
34,"Private",6,"Married-civ-spouse","Handlers-cleaners","Husband","Male",0,0,40,"0"
22,"Private",7,"Never-married","Craft-repair","Own-child","Male",0,0,30,"0"
48,"Self-emp-not-inc",9,"Married-civ-spouse","Craft-repair","Husband","Male",0,0,60,"0"
56,"Private",9,"Never-married","Craft-repair","Not-in-family","Male",0,0,40,"0"
55,"Private",11,"Divorced","Prof-specialty","Not-in-family","Female",0,0,40,"0"
34,"Self-emp-not-inc",9,"Married-civ-spouse","Prof-specialty","Husband","Male",0,0,51,"0"
35,"Private",11,"Divorced","Craft-repair","Not-in-family","Male",0,0,50,"0"
37,"Private",10,"Divorced","Other-service","Unmarried","Female",0,0,56,"0"
33,"Self-emp-not-inc",9,"Married-civ-spouse","Craft-repair","Husband","Male",0,0,40,"0"
56,"Local-gov",14,"Married-civ-spouse","Prof-specialty","Husband","Male",0,0,50,"1"
45,"Federal-gov",9,"Never-married","Transport-moving","Not-in-family","Male",3325,0,40,"0"
45,"Private",9,"Married-civ-spouse","Transport-moving","Husband","Male",0,0,50,"0"
46,"Local-gov",10,"Married-civ-spouse","Exec-managerial","Wife","Female",0,0,50,"0"
49,"Private",10,"Divorced","Adm-clerical","Not-in-family","Female",0,0,40,"0"
23,"Private",10,"Never-married","Exec-managerial","Own-child","Male",0,0,20,"0"
24,"Private",10,"Never-married","Other-service","Not-in-family","Female",0,0,40,"0"
18,"Self-emp-inc",10,"Never-married","Adm-clerical","Own-child","Female",0,0,20,"0"
42,"Self-emp-inc",11,"Married-civ-spouse","Other-service","Husband","Male",3464,0,80,"0"
51,"Private",14,"Never-married","Prof-specialty","Not-in-family","Male",0,0,55,"1"
27,"Private",10,"Never-married","Tech-support","Not-in-family","Female",0,0,30,"0"
46,"Private",9,"Married-civ-spouse","Craft-repair","Husband","Male",0,0,60,"1"
24,"Private",9,"Divorced","Sales","Unmarried","Female",0,0,48,"0"
32,"Private",12,"Married-civ-spouse","Adm-clerical","Husband","Male",0,0,45,"1"
30,"Private",13,"Married-civ-spouse","Sales","Husband","Male",0,0,55,"1"
36,"Private",9,"Married-civ-spouse","Craft-repair","Husband","Male",0,1887,60,"1"
22,"State-gov",10,"Never-married","Prof-specialty","Not-in-family","Male",0,0,10,"0"
22,"Private",9,"Married-civ-spouse","Craft-repair","Husband","Male",0,0,40,"0"
30,"Private",12,"Never-married","Prof-specialty","Not-in-family","Female",0,0,53,"0"
42,"Local-gov",9,"Married-civ-spouse","Farming-fishing","Husband","Male",0,0,40,"0"
58,"Private",9,"Married-civ-spouse","Machine-op-inspct","Husband","Male",0,0,40,"0"
64,"Private",6,"Married-civ-spouse","Transport-moving","Husband","Male",0,0,50,"0"
38,"Private",10,"Married-civ-spouse","Exec-managerial","Husband","Male",0,0,40,"0"
19,"Private",9,"Never-married","Other-service","Own-child","Female",0,0,20,"0"
44,"Private",14,"Separated","Sales","Unmarried","Female",0,0,48,"0"
31,"Federal-gov",13,"Never-married","Exec-managerial","Own-child","Female",0,0,40,"0"
57,"Local-gov",13,"Widowed","Prof-specialty","Not-in-family","Female",0,0,35,"0"
23,"Private",9,"Never-married","Machine-op-inspct","Not-in-family","Male",0,0,40,"0"
53,"Local-gov",13,"Married-civ-spouse","Protective-serv","Husband","Male",0,0,50,"0"
38,"State-gov",9,"Never-married","Other-service","Unmarried","Female",114,0,38,"0"
54,"State-gov",10,"Married-civ-spouse","Exec-managerial","Husband","Male",0,0,40,"1"
47,"Local-gov",12,"Never-married","Exec-managerial","Not-in-family","Female",0,0,40,"0"
36,"Private",12,"Never-married","Tech-support","Not-in-family","Female",0,0,40,"0"
26,"Private",10,"Married-civ-spouse","Prof-specialty","Husband","Male",0,0,40,"0"
29,"Private",13,"Never-married","Sales","Not-in-family","Female",3325,0,45,"0"
45,"Local-gov",13,"Divorced","Protective-serv","Not-in-family","Male",0,0,40,"1"
50,"Self-emp-not-inc",9,"Married-civ-spouse","Sales","Husband","Male",0,0,50,"0"
22,"Private",10,"Never-married","Exec-managerial","Own-child","Male",0,0,50,"0"
20,"Private",11,"Never-married","Tech-support","Own-child","Female",0,0,25,"0"
43,"Private",12,"Married-civ-spouse","Tech-support","Husband","Male",0,0,40,"0"
29,"Private",11,"Never-married","Tech-support","Not-in-family","Female",0,0,40,"0"
35,"Private",10,"Married-civ-spouse","Exec-managerial","Husband","Male",0,0,36,"0"
40,"Private",13,"Married-civ-spouse","Adm-clerical","Wife","Female",0,0,40,"0"
51,"State-gov",14,"Never-married","Prof-specialty","Not-in-family","Male",0,0,40,"1"
20,"Private",10,"Never-married","Sales","Own-child","Female",0,0,30,"0"
34,"Private",9,"Never-married","Handlers-cleaners","Own-child","Male",0,0,40,"0"
65,"Private",10,"Widowed","Adm-clerical","Not-in-family","Female",0,0,40,"0"
25,"Private",13,"Never-married","Prof-specialty","Not-in-family","Male",0,0,40,"0"
20,"Private",9,"Never-married","Adm-clerical","Not-in-family","Female",0,0,40,"0"
21,"Private",10,"Never-married","Other-service","Own-child","Female",0,0,20,"0"
60,"Self-emp-not-inc",10,"Married-civ-spouse","Farming-fishing","Husband","Male",0,0,15,"0"
38,"Private",13,"Married-civ-spouse","Exec-managerial","Husband","Male",15024,0,50,"1"
21,"Private",10,"Never-married","Farming-fishing","Own-child","Male",0,0,20,"0"
21,"Private",9,"Never-married","Adm-clerical","Own-child","Male",0,0,40,"0"
32,"Self-emp-not-inc",13,"Married-civ-spouse","Prof-specialty","Husband","Male",0,0,45,"1"
22,"Private",10,"Never-married","Handlers-cleaners","Not-in-family","Male",0,0,40,"0"
47,"Private",9,"Married-civ-spouse","Tech-support","Husband","Male",0,0,40,"0"
65,"Private",6,"Married-civ-spouse","Handlers-cleaners","Husband","Male",0,0,22,"1"
26,"Private",9,"Never-married","Other-service","Other-relative","Male",0,0,30,"0"
31,"Private",13,"Married-civ-spouse","Sales","Husband","Male",0,1902,45,"1"
34,"Local-gov",13,"Married-civ-spouse","Prof-specialty","Wife","Female",0,0,40,"1"
26,"Private",13,"Never-married","Exec-managerial","Own-child","Male",2463,0,35,"0"
40,"Private",9,"Divorced","Sales","Not-in-family","Female",0,0,40,"0"
41,"Private",10,"Divorced","Adm-clerical","Not-in-family","Female",0,0,40,"0"
52,"Private",10,"Divorced","Sales","Not-in-family","Female",0,0,40,"0"
45,"Private",10,"Divorced","Other-service","Not-in-family","Female",0,0,32,"0"
58,"Private",6,"Married-civ-spouse","Other-service","Wife","Female",0,0,8,"0"
30,"Private",9,"Separated","Adm-clerical","Not-in-family","Female",0,0,40,"0"
36,"Self-emp-not-inc",10,"Married-civ-spouse","Sales","Husband","Male",0,0,92,"0"
43,"Private",10,"Married-civ-spouse","Sales","Husband","Male",0,0,55,"0"
22,"Private",10,"Never-married","Other-service","Not-in-family","Male",0,0,25,"0"
46,"Private",9,"Never-married","Craft-repair","Not-in-family","Female",0,0,48,"0"
34,"Private",7,"Never-married","Machine-op-inspct","Not-in-family","Male",0,0,40,"0"
54,"Private",9,"Never-married","Sales","Not-in-family","Male",0,0,40,"0"
90,"Private",13,"Married-civ-spouse","Sales","Husband","Male",9386,0,15,"1"
48,"Local-gov",13,"Married-civ-spouse","Prof-specialty","Husband","Male",0,0,40,"0"
66,"Private",10,"Married-civ-spouse","Exec-managerial","Husband","Male",0,0,24,"0"
33,"Private",9,"Married-civ-spouse","Machine-op-inspct","Husband","Male",0,0,84,"1"
56,"Federal-gov",13,"Married-civ-spouse","Sales","Husband","Male",0,0,40,"0"
20,"Private",10,"Never-married","Machine-op-inspct","Own-child","Male",0,0,25,"0"
54,"Private",9,"Married-civ-spouse","Other-service","Wife","Female",0,0,35,"0"
20,"Private",10,"Never-married","Sales","Not-in-family","Male",0,0,50,"0"
33,"State-gov",10,"Divorced","Adm-clerical","Unmarried","Female",0,0,45,"0"
74,"Self-emp-not-inc",13,"Married-civ-spouse","Exec-managerial","Husband","Male",0,1825,12,"1"
17,"Private",7,"Never-married","Other-service","Own-child","Male",594,0,10,"0"
19,"Self-emp-inc",10,"Never-married","Other-service","Own-child","Female",0,0,35,"0"
54,"Private",14,"Married-civ-spouse","Exec-managerial","Husband","Male",0,0,40,"0"
26,"Private",13,"Never-married","Prof-specialty","Not-in-family","Female",0,0,40,"0"
27,"Private",5,"Never-married","Craft-repair","Other-relative","Male",0,0,40,"0"
19,"Private",10,"Never-married","Adm-clerical","Not-in-family","Female",0,0,30,"0"
55,"Private",10,"Divorced","Sales","Not-in-family","Male",0,0,65,"1"
67,"Private",9,"Widowed","Sales","Not-in-family","Female",991,0,18,"0"
25,"Private",10,"Never-married","Transport-moving","Not-in-family","Male",0,0,40,"0"
61,"Private",3,"Married-civ-spouse","Transport-moving","Husband","Male",2290,0,40,"0"
69,"Private",4,"Divorced","Sales","Not-in-family","Female",0,0,40,"0"
24,"Private",9,"Married-civ-spouse","Other-service","Wife","Female",0,0,24,"0"
48,"Private",9,"Never-married","Craft-repair","Own-child","Male",0,0,40,"0"
30,"Private",14,"Never-married","Adm-clerical","Not-in-family","Female",0,0,40,"0"
56,"Private",9,"Married-civ-spouse","Other-service","Husband","Male",0,0,20,"0"
41,"Private",9,"Married-civ-spouse","Adm-clerical","Wife","Female",0,0,60,"0"
31,"Private",9,"Married-civ-spouse","Machine-op-inspct","Husband","Male",0,0,40,"0"
38,"Private",15,"Married-civ-spouse","Prof-specialty","Husband","Male",0,0,60,"0"
19,"Private",10,"Never-married","Sales","Own-child","Male",0,0,35,"0"
37,"Local-gov",10,"Divorced","Adm-clerical","Unmarried","Female",0,0,40,"0"
77,"Self-emp-inc",9,"Married-civ-spouse","Other-service","Husband","Male",0,0,35,"1"
52,"Private",13,"Married-civ-spouse","Exec-managerial","Husband","Male",0,0,40,"0"
33,"Private",10,"Never-married","Other-service","Not-in-family","Female",0,0,25,"0"
18,"Private",10,"Never-married","Handlers-cleaners","Own-child","Male",0,0,20,"0"
45,"Private",10,"Divorced","Adm-clerical","Not-in-family","Male",0,0,50,"0"
24,"Private",13,"Never-married","Adm-clerical","Not-in-family","Female",0,0,30,"0"
58,"Private",11,"Widowed","Prof-specialty","Unmarried","Female",0,0,45,"0"
68,"Self-emp-not-inc",14,"Married-civ-spouse","Transport-moving","Husband","Male",0,0,15,"0"
19,"State-gov",10,"Never-married","Other-service","Own-child","Female",0,0,40,"0"
49,"Private",11,"Married-spouse-absent","Handlers-cleaners","Unmarried","Male",0,1380,42,"0"
32,"Private",10,"Divorced","Adm-clerical","Unmarried","Female",0,0,41,"0"
22,"Private",10,"Never-married","Sales","Other-relative","Male",0,0,38,"0"
40,"Private",13,"Married-spouse-absent","Other-service","Not-in-family","Male",0,0,40,"0"
30,"Private",11,"Married-spouse-absent","Adm-clerical","Not-in-family","Female",0,0,40,"0"
44,"Federal-gov",9,"Never-married","Adm-clerical","Unmarried","Female",0,0,40,"0"
41,"Private",14,"Married-civ-spouse","Prof-specialty","Husband","Male",0,0,55,"1"
60,"Federal-gov",15,"Married-civ-spouse","Prof-specialty","Husband","Male",99999,0,60,"1"
59,"Private",13,"Married-civ-spouse","Prof-specialty","Husband","Male",5013,0,40,"0"
17,"Private",7,"Never-married","Other-service","Own-child","Male",0,0,10,"0"
19,"Private",9,"Never-married","Sales","Own-child","Male",0,0,20,"0"
30,"Federal-gov",10,"Married-civ-spouse","Adm-clerical","Husband","Male",7298,0,48,"1"
53,"Private",9,"Never-married","Adm-clerical","Not-in-family","Male",0,0,40,"0"
42,"Private",9,"Married-civ-spouse","Craft-repair","Husband","Male",0,0,40,"0"
17,"Private",6,"Never-married","Other-service","Other-relative","Male",0,0,15,"0"
39,"Local-gov",12,"Married-civ-spouse","Adm-clerical","Wife","Female",0,0,20,"1"
47,"Private",9,"Married-civ-spouse","Machine-op-inspct","Husband","Male",0,0,50,"0"
31,"Private",11,"Married-civ-spouse","Craft-repair","Husband","Male",3464,0,38,"0"
48,"Self-emp-not-inc",9,"Married-civ-spouse","Sales","Wife","Female",0,0,50,"0"
30,"Private",10,"Married-civ-spouse","Adm-clerical","Own-child","Male",0,0,40,"1"
54,"Federal-gov",13,"Married-civ-spouse","Exec-managerial","Wife","Female",0,0,45,"0"
17,"Private",7,"Never-married","Other-service","Own-child","Male",0,0,25,"0"
31,"Local-gov",10,"Married-civ-spouse","Protective-serv","Husband","Male",15024,0,56,"1"
42,"Private",9,"Married-civ-spouse","Transport-moving","Husband","Male",0,0,30,"0"
68,"Local-gov",9,"Widowed","Adm-clerical","Not-in-family","Female",0,0,33,"0"
28,"Private",9,"Never-married","Handlers-cleaners","Not-in-family","Male",0,0,40,"0"
45,"Private",9,"Divorced","Transport-moving","Own-child","Male",0,0,60,"0"
47,"Private",14,"Never-married","Prof-specialty","Not-in-family","Female",0,0,40,"0"
36,"Private",12,"Married-civ-spouse","Tech-support","Husband","Male",0,0,55,"0"
32,"Private",13,"Divorced","Sales","Not-in-family","Male",0,0,45,"0"
42,"State-gov",10,"Never-married","Exec-managerial","Not-in-family","Female",0,0,40,"0"
41,"Private",13,"Married-civ-spouse","Exec-managerial","Wife","Female",0,0,40,"0"
30,"Private",10,"Married-civ-spouse","Exec-managerial","Husband","Male",0,0,50,"0"
24,"Private",7,"Married-civ-spouse","Craft-repair","Husband","Male",0,0,65,"0"
48,"Private",12,"Married-civ-spouse","Prof-specialty","Husband","Male",0,0,45,"0"
26,"Private",14,"Never-married","Prof-specialty","Not-in-family","Female",0,1876,40,"0"
30,"Private",9,"Never-married","Craft-repair","Own-child","Male",0,0,35,"0"
43,"Private",10,"Married-civ-spouse","Transport-moving","Husband","Male",0,0,50,"0"
38,"Private",10,"Never-married","Craft-repair","Unmarried","Male",0,0,40,"0"
48,"Private",5,"Widowed","Transport-moving","Unmarried","Male",0,0,40,"1"
52,"Private",9,"Divorced","Transport-moving","Not-in-family","Male",0,0,50,"0"
28,"Private",16,"Never-married","Prof-specialty","Own-child","Male",0,0,30,"0"
18,"Self-emp-inc",9,"Never-married","Farming-fishing","Own-child","Male",0,0,25,"0"
40,"Private",9,"Divorced","Transport-moving","Unmarried","Male",0,0,45,"0"
51,"Self-emp-not-inc",13,"Married-civ-spouse","Sales","Husband","Male",0,2415,40,"1"
29,"Private",9,"Married-civ-spouse","Sales","Husband","Male",0,1887,55,"1"
41,"Self-emp-inc",13,"Widowed","Prof-specialty","Unmarried","Female",0,0,40,"0"
36,"Private",9,"Married-civ-spouse","Adm-clerical","Wife","Female",0,0,40,"1"
50,"Local-gov",13,"Married-civ-spouse","Protective-serv","Husband","Male",0,0,44,"1"
43,"Private",10,"Divorced","Tech-support","Unmarried","Female",0,0,30,"0"
28,"Private",9,"Separated","Sales","Unmarried","Female",0,0,40,"0"
39,"State-gov",13,"Married-civ-spouse","Exec-managerial","Wife","Female",0,0,55,"1"
21,"Private",10,"Never-married","Adm-clerical","Unmarried","Male",0,0,40,"0"
40,"Private",9,"Never-married","Other-service","Not-in-family","Male",0,0,40,"0"
46,"Federal-gov",11,"Married-civ-spouse","Adm-clerical","Husband","Male",5178,0,40,"1"
56,"Private",4,"Married-civ-spouse","Handlers-cleaners","Husband","Male",0,2002,40,"0"
36,"Private",9,"Married-civ-spouse","Craft-repair","Husband","Male",0,0,50,"0"
48,"Federal-gov",4,"Married-spouse-absent","Handlers-cleaners","Unmarried","Male",0,0,40,"0"
55,"Private",3,"Married-civ-spouse","Machine-op-inspct","Husband","Male",0,0,40,"0"
26,"State-gov",13,"Never-married","Prof-specialty","Own-child","Male",0,0,40,"0"
53,"Self-emp-not-inc",9,"Never-married","Craft-repair","Not-in-family","Male",0,0,35,"0"
26,"Private",13,"Never-married","Craft-repair","Not-in-family","Male",0,0,45,"1"
